Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,OCCUPATION,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2025,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year;  2023 population figures (revised as of July 2024), UN World Population Prospects to calculate ratios; The ratio can be interpreted as follows:  
-	0 means no representation at all of women in parliament 
-	1 means perfectly proportional representation of women  in parliament 
-	<1 means under-representation of women in parliament 
-	>1 means over-representation of women in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLMP_LC,204,None,None,None,None,RO,2025-07-10T00:00:00,2025,0.524029
2021,A,0,"Unicameral: (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_LC,204,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2022,A,0,"Unicameral: (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_LC,204,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2023,A,0,"Unicameral: (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_LC,204,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2024,A,0,"Unicameral: (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_LC,204,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2025,A,0,"Unicameral: (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_LC,204,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2021,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYN_LC,204,None,Y0T45,None,None,NUMBER,2025-05-13T00:00:00,2025,10.0
2022,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYN_LC,204,None,Y0T45,None,None,NUMBER,2025-05-13T00:00:00,2025,10.0
2023,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYN_LC,204,None,Y0T45,None,None,NUMBER,2025-05-13T00:00:00,2025,10.0
2024,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYN_LC,204,None,Y0T45,None,None,NUMBER,2025-05-13T00:00:00,2025,25.0
2025,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYN_LC,204,None,Y0T45,None,None,NUMBER,2025-05-13T00:00:00,2025,26.0
2021,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYP_LC,204,None,Y0T45,None,None,PT,2025-05-13T00:00:00,2025,12.05
2022,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYP_LC,204,None,Y0T45,None,None,PT,2025-05-13T00:00:00,2025,12.05
2023,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYP_LC,204,None,Y0T45,None,None,PT,2025-05-13T00:00:00,2025,12.05
2024,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYP_LC,204,None,Y0T45,None,None,PT,2025-05-13T00:00:00,2025,22.94
2025,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYP_LC,204,None,Y0T45,None,None,PT,2025-05-13T00:00:00,2025,23.9
2021,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024) used from the United Nations Population Division - World Population Prospects database to calculate ratios; Ratios can be interpreted as follows:  
-	0 means no representation at all of ‘youth’ (45 years and below) in parliament 
-	1 means perfectly proportional representation of ‘youth’ (45 years and below) in parliament 
-	<1 means under-representation of ‘youth’ (45 years and below) in parliament 
-	>1 means over-representation of ‘youth’ (45 years and below) in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYR_LC,204,None,Y0T45,None,None,RO,2025-05-13T00:00:00,2025,0.18497
2022,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024) used from the United Nations Population Division - World Population Prospects database to calculate ratios; Ratios can be interpreted as follows:  
-	0 means no representation at all of ‘youth’ (45 years and below) in parliament 
-	1 means perfectly proportional representation of ‘youth’ (45 years and below) in parliament 
-	<1 means under-representation of ‘youth’ (45 years and below) in parliament 
-	>1 means over-representation of ‘youth’ (45 years and below) in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYR_LC,204,None,Y0T45,None,None,RO,2025-05-13T00:00:00,2025,0.18497
2023,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024) used from the United Nations Population Division - World Population Prospects database to calculate ratios; Ratios can be interpreted as follows:  
-	0 means no representation at all of ‘youth’ (45 years and below) in parliament 
-	1 means perfectly proportional representation of ‘youth’ (45 years and below) in parliament 
-	<1 means under-representation of ‘youth’ (45 years and below) in parliament 
-	>1 means over-representation of ‘youth’ (45 years and below) in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYR_LC,204,None,Y0T45,None,None,RO,2025-05-13T00:00:00,2025,0.18355
2024,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024) used from the United Nations Population Division - World Population Prospects database to calculate ratios; Ratios can be interpreted as follows:  
-	0 means no representation at all of ‘youth’ (45 years and below) in parliament 
-	1 means perfectly proportional representation of ‘youth’ (45 years and below) in parliament 
-	<1 means under-representation of ‘youth’ (45 years and below) in parliament 
-	>1 means over-representation of ‘youth’ (45 years and below) in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYR_LC,204,None,Y0T45,None,None,RO,2025-05-13T00:00:00,2025,0.34943
2025,A,0,"Unicameral: - (National Assembly), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024) used from the United Nations Population Division - World Population Prospects database to calculate ratios; Ratios can be interpreted as follows:  
-	0 means no representation at all of ‘youth’ (45 years and below) in parliament 
-	1 means perfectly proportional representation of ‘youth’ (45 years and below) in parliament 
-	<1 means under-representation of ‘youth’ (45 years and below) in parliament 
-	>1 means over-representation of ‘youth’ (45 years and below) in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYR_LC,204,None,Y0T45,None,None,RO,2025-05-13T00:00:00,2025,0.36321
2022,A,0,84 - Public administration and defence; compulsory social security,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,SG_DMK_PSRVC,204,F,None,AGG_PSP,None,RO,2025-03-24T00:00:00,2022,0.1913
2022,A,0,84 - Public administration and defence; compulsory social security,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,SG_DMK_PSRVC,204,M,None,AGG_PSP,None,RO,2025-03-24T00:00:00,2022,1.8087
