Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,COMMENT_OBS,Value
2014,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2015,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2016,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2017,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2018,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2019,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2020,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2021,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2022,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2023,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2024,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2000,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,5.0
2001,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,5.0
2002,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,5.0
2003,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,6.0
2004,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,8.0
2005,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,8.0
2006,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2007,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2008,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2009,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2010,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2011,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2012,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2013,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2014,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2015,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2016,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2017,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2018,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2019,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2020,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2021,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2022,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2023,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2024,E,0,National Coordinator for the management of AnGR of: Benin,ER_NOEX_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2000,O,0,NA,ER_RSK_LBREDS,204,PT,2025-03-21T00:00:00,2024,NaN = A figure was not provided,0.0
2001,O,0,NA,ER_RSK_LBREDS,204,PT,2025-03-21T00:00:00,2024,NaN = A figure was not provided,0.0
2003,O,0,NA,ER_RSK_LBREDS,204,PT,2025-03-21T00:00:00,2024,NaN = A figure was not provided,0.0
2004,O,0,NA,ER_RSK_LBREDS,204,PT,2025-03-21T00:00:00,2024,NaN = A figure was not provided,0.0
2005,O,0,NA,ER_RSK_LBREDS,204,PT,2025-03-21T00:00:00,2024,NaN = A figure was not provided,0.0
2006,O,0,NA,ER_RSK_LBREDS,204,PT,2025-03-21T00:00:00,2024,NaN = A figure was not provided,0.0
2007,O,0,NA,ER_RSK_LBREDS,204,PT,2025-03-21T00:00:00,2024,NaN = A figure was not provided,0.0
2008,O,0,NA,ER_RSK_LBREDS,204,PT,2025-03-21T00:00:00,2024,NaN = A figure was not provided,0.0
2009,O,0,NA,ER_RSK_LBREDS,204,PT,2025-03-21T00:00:00,2024,NaN = A figure was not provided,0.0
2010,O,0,NA,ER_RSK_LBREDS,204,PT,2025-03-21T00:00:00,2024,NaN = A figure was not provided,0.0
2011,O,0,NA,ER_RSK_LBREDS,204,PT,2025-03-21T00:00:00,2024,NaN = A figure was not provided,0.0
2012,O,0,NA,ER_RSK_LBREDS,204,PT,2025-03-21T00:00:00,2024,NaN = A figure was not provided,0.0
2003,O,0,NA,ER_RSK_TRBBREDS,204,PT,2025-05-21T00:00:00,2024,NaN = A figure was not provided,0.0
2004,O,0,NA,ER_RSK_TRBBREDS,204,PT,2025-05-21T00:00:00,2024,NaN = A figure was not provided,0.0
2005,O,0,NA,ER_RSK_TRBBREDS,204,PT,2025-05-21T00:00:00,2024,NaN = A figure was not provided,0.0
2006,O,0,NA,ER_RSK_TRBBREDS,204,PT,2025-05-21T00:00:00,2024,NaN = A figure was not provided,0.0
2007,O,0,NA,ER_RSK_TRBBREDS,204,PT,2025-05-21T00:00:00,2024,NaN = A figure was not provided,0.0
2008,O,0,NA,ER_RSK_TRBBREDS,204,PT,2025-05-21T00:00:00,2024,NaN = A figure was not provided,0.0
2009,O,0,NA,ER_RSK_TRBBREDS,204,PT,2025-05-21T00:00:00,2024,NaN = A figure was not provided,0.0
2010,O,0,NA,ER_RSK_TRBBREDS,204,PT,2025-05-21T00:00:00,2024,NaN = A figure was not provided,0.0
2011,O,0,NA,ER_RSK_TRBBREDS,204,PT,2025-05-21T00:00:00,2024,NaN = A figure was not provided,0.0
2012,O,0,NA,ER_RSK_TRBBREDS,204,PT,2025-05-21T00:00:00,2024,NaN = A figure was not provided,0.0
2013,O,0,NA,ER_RSK_TRBBREDS,204,PT,2025-05-21T00:00:00,2024,NaN = A figure was not provided,0.0
2000,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,1.0
2001,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,1.0
2002,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,2.0
2003,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,2.0
2004,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,2.0
2005,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,2.0
2006,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,9.0
2007,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,9.0
2008,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,9.0
2009,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,9.0
2010,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,9.0
2011,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,9.0
2012,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,9.0
2013,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2014,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2015,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2016,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2017,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2018,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2019,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2020,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2021,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2022,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2023,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2024,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_LBREDN,204,NUMBER,2025-03-21T00:00:00,2024,,10.0
2000,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,5.0
2001,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,5.0
2002,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,5.0
2003,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,5.0
2004,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,5.0
2005,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,5.0
2006,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,12.0
2007,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,12.0
2008,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,12.0
2009,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,12.0
2010,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,12.0
2011,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,12.0
2012,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,12.0
2013,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,13.0
2014,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2015,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2016,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2017,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2018,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2019,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2020,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2021,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2022,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2023,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
2024,E,0,National Coordinator for the management of AnGR of: Benin,ER_UNK_TRBBREDN,204,NUMBER,2025-05-21T00:00:00,2024,,15.0
